"PRODUCT_ID_MASTER","PRODUCT_NAME_MASTER","UNIT_PRICE_MASTER","TRANSACTION_ID","TRANSACTION_DATE","PRODUCT_NAME","QUANTITY","UNIT_PRICE","TOTAL_PRICE","SIMILARITY"
"P046","ロート製薬ムヒ",500,"E000046","2023-10-18","ロート製薬 ムヒ［期間限定］",2,500,1000,1
"P047","カネボウハンドクリーム",700,"E000047","2023-11-19","カネボウ ハンドクリーム（ネット）［半額セール］",3,700,2100,1
"P048","花王ソフィ洗濯柔軟剤",300,"E000048","2023-12-20","ソフィ 洗濯柔軟剤【半額セール】",4,300,1200,1
"P049","ユニクロジーンズ",3000,"E000049","2023-01-21","ﾕﾆｸﾛ  ジｰﾝズ[閉店セール]",5,3000,15000,1
"P050","無印良品ウールブレンドコート",5000,"E000050","2023-02-22","無印良品 ウールブレンドコート［半額セール］",1,5000,5000,1
"P051","ユニクロスウェットバーカー",2500,"E000051","2023-03-23","ユニクロ スウェットパーカー（ネット）[半額セール]",2,2500,5000,0.9400864982
"P052","無印良品リネンシャツ",2800,"E000052","2023-04-24","無印良品 リネンシャツ[期間限定]",3,2800,8400,1
"P008","無印良品オーガニックコットンシャツ",2500,"E000052","2023-04-24","無印良品 リネンシャツ[期間限定]",3,2800,8400,0.9252262756
"P053","ユニクロストレッチジャケット",3500,"E000053","2023-05-25","ユニクロ  ストレッチジャケット【期間限定】",4,3500,14000,1
"P054","GUTシャツ",1200,"E000054","2023-06-26","Tシャツ【半額セール】",5,1200,6000,0.9093404466
"P055","無印良品シンブルワンピース",4000,"E000055","2023-07-27","無印良品 シンプルワンピース（ネット）[期間限定]",1,4000,4000,0.9361182806
"P056","パイロット G2 ジェルペン",150,"E000056","2023-08-28","パｲﾛッﾄ G2 ジェﾙペﾝ[期間限定]",2,150,300,0.9866345207
"P057","三菱鉛筆ユニ",120,"E000057","2023-09-01","三菱鉛筆  ユニ[期間限定]",3,120,360,1
"P058","コクヨキャンパスノート",200,"E000058","2023-10-02","コクヨ キャンパスノート[期間限定]",4,200,800,1
"P059","ゼブラマイルドライナー",180,"E000059","2023-11-03","ゼブラ マイルドライナー（ネット）[閉店セール]",5,180,900,1
"P060","トンボ鉛筆モノ消しゴム",100,"E000060","2023-12-04","モノ消しゴム（期間限定）",1,100,100,1
"P061","Pentel EnerGel",180,"E000061","2023-01-05","Pentel  EnerGel［期間限定］",2,180,360,0.9213548899
"P009","パイロットフリクションボールペン",100,"E000062","2023-02-06","パイロット フリクションペン（期間限定）",3,130,390,0.9776494476
"P062","パイロットフリクションペン",130,"E000062","2023-02-06","パイロット フリクションペン（期間限定）",3,130,390,1
"P063","べんてるシャープペンシル",160,"E000063","2023-03-07","ぺんてる ｼャｰプペﾝｼﾙ（ﾈッﾄ）＜期間限定＞",4,160,640,0.9827239806
"P064","クラフトマンボールペン",150,"E000064","2023-04-08","クラフトマン ボールペン［半額セール］",5,150,750,1
"P065","ブラス カラーベンセット",250,"E000065","2023-05-09","プラス  カラーペンセット【期間限定】",1,250,250,0.9005687774
"P066","タカラトミー ブラレール",2800,"E000066","2023-06-10","プラレール［期間限定］",2,2800,5600,0.9188840486
"P067","バンダイ たまごっち",1200,"E000067","2023-07-11","バンダイ たまごっち（ネット）（期間限定）",3,1200,3600,0.9837063238
"P068","バンダイ 仮面ライダーアクションフィギュア",3200,"E000068","2023-08-12","バンダイ 仮面ライダーアクションフィギュア【閉店セール】",4,3200,12800,0.9931232321
"P072","バンダイ スーパーロボットアクションフィギュア",4000,"E000068","2023-08-12","バンダイ 仮面ライダーアクションフィギュア【閉店セール】",4,3200,12800,0.9423522634
"P069","タカラトミー トミカ",1500,"E000069","2023-09-13","タカラトミー  トミカ［半額セール］",5,1500,7500,0.9460848852
"P070","バンダイ トランスフォーマー",3500,"E000070","2023-10-14","バﾝダｲ ﾄﾗﾝｽﾌォｰﾏｰ【閉店セール】",1,3500,3500,0.9774689661
"P071","バンダイ デジモンカード",500,"E000071","2023-11-15","バンダイ デジモンカード（ネット）＜期間限定＞",2,500,1000,0.9834631095
"P073","タカラトミー ウルトラマンフィギュア",3000,"E000072","2023-12-16","スーパーロボットアクションフィギュア［期間限定］",3,4000,12000,0.9006241678
"P010","タカラトミー ガンダムフィギュア",3000,"E000072","2023-12-16","スーパーロボットアクションフィギュア［期間限定］",3,4000,12000,0.9027449663
"P068","バンダイ 仮面ライダーアクションフィギュア",3200,"E000072","2023-12-16","スーパーロボットアクションフィギュア［期間限定］",3,4000,12000,0.9267645144
"P072","バンダイ スーパーロボットアクションフィギュア",4000,"E000072","2023-12-16","スーパーロボットアクションフィギュア［期間限定］",3,4000,12000,0.9999990463
"P073","タカラトミー ウルトラマンフィギュア",3000,"E000073","2023-01-17","タカラトミー  ウルトラマンフィギュア＜半額セール＞",4,3000,12000,0.9897243067
"P010","タカラトミー ガンダムフィギュア",3000,"E000073","2023-01-17","タカラトミー  ウルトラマンフィギュア＜半額セール＞",4,3000,12000,0.9224409047
"P074","バンダイ ミニ四駆",2000,"E000074","2023-02-18","バンダイ ミニ四駆［半額セール］",5,2000,10000,0.9898964191
"P075","ソニー ワイヤレススピーカー SRS-XB12",8000,"E000075","2023-03-19","ソニー ワイヤレススピーカー srs-xb12（ネット）【期間限定】",1,8000,8000,0.9954118734
"P076","パナソニック ポータブルスピーカー",6000,"E000076","2023-04-20","パナソニック ポータブルスピーカー【閉店セール】",2,6000,12000,0.9880003017
"P077","シャープ スマートウォッチ",18000,"E000077","2023-05-21","ｼャｰプ  ｽﾏｰﾄｳォッﾁ（半額セール）",3,18000,54000,0.9759065189
"P078","日立 デジタルサイネージ",95000,"E000078","2023-06-22","デジタルサイネージ＜期間限定＞",4,95000,380000,0.9999993443
"P079","パナソニック 電子レンジ",15000,"E000079","2023-07-23","パナソニック 電子レンジ（ネット）【半額セール】",5,15000,75000,0.9836241007
"P080","ソニー ブルーレイプレーヤー",12000,"E000080","2023-08-24","ソニー ブルーレイプレーヤー【閉店セール】",1,12000,12000,0.9936184287
"P081","LG OLED55C1",180000,"E000081","2023-09-25","LG  OLED55C1（半額セール）",2,180000,360000,0.9513950944
"P082","東芝 LEDテレビ 55型",70000,"E000082","2023-10-26","東芝 LEDテレビ 55型（半額セール）",3,70000,210000,0.9937693773
"P083","パナソニック 冷蔵庫 NR-F603M",90000,"E000083","2023-11-27","パナソニック 冷蔵庫 NR-F603M（ネット）［半額セール］",4,90000,360000,0.994793117
"P084","シャープ 空気清浄機",22000,"E000084","2023-12-28","空気清浄機［期間限定］",5,22000,110000,0.9999992847
"P085","日立 炊飯器 RZ-Mシリーズ",30000,"E000085","2023-01-01","日立  炊飯器  rz-mシリーズ【閉店セール】",1,30000,30000,0.9927926364
"P086","三菱 IHクッキングヒーター",45000,"E000086","2023-02-02","三菱 IHクッキングヒーター【半額セール】",2,45000,90000,0.9955217841
"P087","ソニー ゲーム機 PLAYSTATION5",50000,"E000087","2023-03-03","ソニー ゲーム機 PLAYSTATION5（ネット）【半額セール】",3,50000,150000,0.9725897361
"P088","任天堂 SWITCH",40000,"E000088","2023-04-04","任天堂 ＳＷＩＴＣＨ（期間限定）",4,40000,160000,0.995319367
"P089","マイクロソフト Xbox Series X",55000,"E000089","2023-05-05","マイクロソフト  Xbox  Series  X【半額セール】",5,55000,275000,0.9520860314
"P090","パナソニック ピエラ ブルーレイレコーダー",35000,"E000090","2023-06-06","ビエラ ブルーレイレコーダー[期間限定]",1,35000,35000,0.9346124212
"P091","シャープ スマートフォン AQUOS R6",70000,"E000091","2023-07-07","ｼャｰプ ｽﾏｰﾄﾌォﾝ AQUOS R6（ﾈッﾄ）【期間限定】",2,70000,140000,0.9559124371
"P092","ソニー デジタル一眼レフα7RⅣ",250000,"E000092","2023-08-08","ソニー デジタル一眼レフ α7R IV【閉店セール】",3,250000,750000,0.9939725403
"P024","ソニー デジタルカメラ a 7 III",200000,"E000092","2023-08-08","ソニー デジタル一眼レフ α7R IV【閉店セール】",3,250000,750000,0.9145718319
"P025","キヤノン EOS R6",230000,"E000093","2023-09-09","キヤノン  EOS  90D[半額セール]",4,150000,600000,0.9026525675
"P093","キヤノン EOS 90D",150000,"E000093","2023-09-09","キヤノン  EOS  90D[半額セール]",4,150000,600000,0.979501605
"P094","富士フイルム X-T4",170000,"E000094","2023-10-10","富士フイルム XT4【半額セール】",5,170000,850000,0.9665569703
"P095","オリンパス PEN-F",140000,"E000095","2023-11-11","オリンパス pen-f（ネット）［半額セール］",1,140000,140000,0.9935394222
"P097","キャノン imagePROGRAF PRO-1000",300000,"E000097","2023-01-13","キャノン  imagePROGRAF  PRO-1000＜期間限定＞",3,300000,900000,0.9815536748
"P098","エプソン スキャナー Perfection V39",25000,"E000098","2023-02-14","ｴプｿﾝ ｽｷャﾅｰ Perfection V39＜半額セール＞",4,25000,100000,0.9804114115
"P099","リコー MP C4504",80000,"E000099","2023-03-15","リコー ＭＰ Ｃ４５０４（ネット）［半額セール］",5,80000,400000,0.9662852924
"P100","京セラ TASKalfa 2552ci",250000,"E000100","2023-04-16","京セラ taskalfa 2552ci＜半額セール＞",1,250000,250000,0.9748405799
"P001","ソニー BRAVIA KJ-55X9500G",150000,"E000101","2023-05-17","ソニー  BRAVIA  KJ-55X9500G[半額セール]",2,150000,300000,0.9934214942
"P002","パナソニック VIERA TH-55FX700M",120000,"E000102","2023-06-18","VIERA TH55FX700M（半額セール）",3,120000,360000,0.9282530355
"P003","シャープ AQUOS 4T KJ-55X7000",110000,"E000103","2023-07-19","シャープ AQUOS 4T KJ-55X7000（ネット）［半額セール］",4,110000,440000,0.9810491812
"P004","日清カップヌードル",200,"E000104","2023-08-20","日清 カップヌードル＜半額セール＞",5,200,1000,1
"P005","キリン一番挿りビール",400,"E000105","2023-09-21","ｷﾘﾝ  一番搾りビｰﾙ[半額セール]",1,400,400,0.9540843964
"P006","花王アタック洗剤",800,"E000106","2023-10-22","花王 アタック洗剤【期間限定】",2,800,1600,1
"P048","花王ソフィ洗濯柔軟剤",300,"E000106","2023-10-22","花王 アタック洗剤【期間限定】",2,800,1600,0.9199602652
"P007","ユニクロヒートテックTシャツ",1500,"E000107","2023-11-23","ユニクロ ヒートテックTシャツ（ネット）【半額セール】",3,1500,4500,1
"P008","無印良品オーガニックコットンシャツ",2500,"E000108","2023-12-24","オーガニックコットンシャツ＜期間限定＞",4,2500,10000,0.999999404
"P009","パイロットフリクションボールペン",100,"E000109","2023-01-25","パイロット  フリクションボールペン［期間限定］",5,100,500,1
"P062","パイロットフリクションペン",130,"E000109","2023-01-25","パイロット  フリクションボールペン［期間限定］",5,100,500,0.9776494476
"P073","タカラトミー ウルトラマンフィギュア",3000,"E000110","2023-02-26","タカラトミー ガンダムフィギュア［期間限定］",1,3000,3000,0.9230620861
"P010","タカラトミー ガンダムフィギュア",3000,"E000110","2023-02-26","タカラトミー ガンダムフィギュア［期間限定］",1,3000,3000,0.9843309522
"P011","東芝 REGZA 43532",70000,"E000111","2023-03-27","東芝 REGZA 43S32（ネット）（半額セール）",2,70000,140000,0.9476086811
"P012","明治 ミルクチョコレート",150,"E000112","2023-04-28","明治 ﾐﾙｸﾁョｺﾚｰﾄ［半額セール］",3,150,450,0.9755544692
"P013","ライオン レノアハピネス",500,"E000113","2023-05-01","ライオン  レノアハピネス［期間限定］",4,500,2000,0.9764359593
"P014","三菱エアコン MSZ-GV3519",90000,"E000114","2023-06-02","MSZGV3519（期間限定）",5,90000,450000,0.912910591
"P015","森永エンゼルパイ",300,"E000115","2023-07-03","森永 エンゼルパイ（ネット）＜半額セール＞",1,300,300,1
"P016","日立 4 Kスマートテレビ",80000,"E000116","2023-08-04","日立 4Kスマートテレビ＜半額セール＞",2,80000,160000,0.9795356685
"P017","パナソニック 4 Kプロジェクター",130000,"E000117","2023-09-05","パナソニック  4Kプロジェクター【閉店セール】",3,130000,390000,0.9715064764
"P018","シャープ加湿器 HX-50",15000,"E000118","2023-10-06","シャープ 加湿器 HX50[半額セール]",4,15000,60000,0.9924043426
"P019","ソニーワイヤレスヘッドホンWH-1000XM4",90000,"E000119","2023-11-07","ｿﾆｰ ﾜｲﾔﾚｽﾍッドﾎﾝ WH-1000XM4（ﾈッﾄ）［半額セール］",5,90000,450000,1
"P020","パナソニック 掃除機 MC-CL883",75000,"E000120","2023-12-08","掃除機 mc-cl883[閉店セール]",1,75000,75000,0.9961136575
"P021","東芝ノンフロン冷蔵庫",85000,"E000121","2023-01-09","東芝  ノンフロン冷蔵庫【半額セール】",2,85000,170000,1
"P022","日立 ドラム式洗濯機",100000,"E000122","2023-02-10","日立 ドラム式洗濯機［半額セール］",3,100000,300000,0.9877087481
"P023","パナソニック エアコン CS-XE",95000,"E000123","2023-03-11","パナソニック エアコン CS-XE（ネット）[閉店セール]",4,95000,380000,0.9903806147
"P092","ソニー デジタル一眼レフα7RⅣ",250000,"E000124","2023-04-12","ソニー デジタルカメラ α7 III＜期間限定＞",5,200000,1000000,0.9215557575
"P024","ソニー デジタルカメラ a 7 III",200000,"E000124","2023-04-12","ソニー デジタルカメラ α7 III＜期間限定＞",5,200000,1000000,0.9719845653
"P025","キヤノン EOS R6",230000,"E000125","2023-05-13","キヤノン  eos  r6[閉店セール]",1,230000,230000,0.9563602831
"P026","富士通ノートパソコン FMV",80000,"E000126","2023-06-14","ﾉｰﾄパｿｺﾝ FMV[期間限定]",2,80000,160000,0.9910228274
"P027","NEC ValueBook",85000,"E000127","2023-07-15","NEC ValueBook（ネット）［半額セール］",3,85000,255000,0.9497967899
"P028","オリンパス OM-D E-M10",120000,"E000128","2023-08-16","オリンパス OM-D E-M10【半額セール】",4,120000,480000,0.9600941253
"P029","キャノン PIXMA IX6820",25000,"E000129","2023-09-17","キャノン  PIXMA  iX6820[閉店セール]",5,25000,125000,0.9569397594
"P030","エプソンエコタンク ET-2750",35000,"E000130","2023-10-18","エプソン エコタンク et2750【半額セール】",1,35000,35000,0.9894628525
"P031","リコーIM C200",40000,"E000131","2023-11-19","リコー IM C200（ネット）[半額セール]",2,40000,80000,0.946146617
"P032","京セラ DS-300",45000,"E000132","2023-12-20","ＤＳ－３００（半額セール）",3,45000,135000,0.9999992847
"P033","日清どん兵衛",220,"E000133","2023-01-21","日清  どん兵衛[半額セール]",4,220,880,1
"P034","サントリーザ・プレミアムモルツ",500,"E000134","2023-02-22","サントリー ザ・プレミアムモルツ[期間限定]",5,500,2500,1
"P035","ヤクルト 1000",250,"E000135","2023-03-23","ヤクルト 1000（ネット）＜期間限定＞",1,250,250,0.9834989896
"P036","ハウス食品カレールウ",300,"E000136","2023-04-24","ハウス食品 カレールウ［半額セール］",2,300,600,1
"P037","マルちゃん正鐘",250,"E000137","2023-05-25","マルちゃん  正麺＜半額セール＞",3,250,750,0.9234383702
"P038","江崎グリコポッキー",150,"E000138","2023-06-26","ポッキー[半額セール]",4,150,600,1
"P039","ロッテガーナミルクチョコレート",180,"E000139","2023-07-27","ロッテ ガーナミルクチョコレート（ネット）（期間限定）",5,180,900,1
"P040","クラシエサッポロ一番",210,"E000140","2023-08-28","ｸﾗｼｴ ｻッポﾛ一番【期間限定】",1,210,210,1
"P041","カゴメトマトジュース",180,"E000141","2023-09-01","カゴメ  トマトジュース（期間限定）",2,180,360,1
"P042","ユニ・チャームソフィ",350,"E000142","2023-10-02","ユニ・チャーム ソフィ[閉店セール]",3,350,1050,1
"P043","P&G; アリエール洗濯洗剤",800,"E000143","2023-11-03","Ｐ＆Ｇ アリエール洗濯洗剤（ネット）【閉店セール】",4,800,3200,0.9800222528
"P044","資生堂 TSUBAKIシャンプー",1200,"E000144","2023-12-04","TSUBAKIシャンプー（半額セール）",5,1200,6000,1
"P045","大正製薬サロンバス",400,"E000145","2023-01-05","大正製薬  サロンパス[閉店セール]",1,400,400,0.9595024586
"P046","ロート製薬ムヒ",500,"E000146","2023-02-06","ロート製薬 ムヒ【閉店セール】",2,500,1000,1
"P047","カネボウハンドクリーム",700,"E000147","2023-03-07","ｶﾈボｳ ﾊﾝドｸﾘｰﾑ（ﾈッﾄ）[期間限定]",3,700,2100,1
"P006","花王アタック洗剤",800,"E000148","2023-04-08","花王 ソフィ 洗濯柔軟剤[期間限定]",4,300,1200,0.9199602652
"P048","花王ソフィ洗濯柔軟剤",300,"E000148","2023-04-08","花王 ソフィ 洗濯柔軟剤[期間限定]",4,300,1200,1
"P049","ユニクロジーンズ",3000,"E000149","2023-05-09","ユニクロ  ジーンズ（半額セール）",5,3000,15000,1
"P050","無印良品ウールブレンドコート",5000,"E000150","2023-06-10","ウールブレンドコート【半額セール】",1,5000,5000,1
"P051","ユニクロスウェットバーカー",2500,"E000151","2023-07-11","ユニクロ スウェットパーカー（ネット）［期間限定］",2,2500,5000,0.9400864982
"P052","無印良品リネンシャツ",2800,"E000152","2023-08-12","無印良品 リネンシャツ[半額セール]",3,2800,8400,1
"P008","無印良品オーガニックコットンシャツ",2500,"E000152","2023-08-12","無印良品 リネンシャツ[半額セール]",3,2800,8400,0.9252262756
"P053","ユニクロストレッチジャケット",3500,"E000153","2023-09-13","ユニクロ  ストレッチジャケット［半額セール］",4,3500,14000,1
"P054","GUTシャツ",1200,"E000154","2023-10-14","ＧＵ Ｔｼャﾂ（期間限定）",5,1200,6000,1
"P055","無印良品シンブルワンピース",4000,"E000155","2023-11-15","無印良品 シンプルワンピース（ネット）［期間限定］",1,4000,4000,0.9361182806
"P056","パイロット G2 ジェルペン",150,"E000156","2023-12-16","G2 ジェルペン［半額セール］",2,150,300,0.9702057514
"P057","三菱鉛筆ユニ",120,"E000157","2023-01-17","三菱鉛筆  ユニ【半額セール】",3,120,360,1
"P058","コクヨキャンパスノート",200,"E000158","2023-02-18","コクヨ キャンパスノート【半額セール】",4,200,800,1
"P059","ゼブラマイルドライナー",180,"E000159","2023-03-19","ゼブラ マイルドライナー（ネット）[閉店セール]",5,180,900,1
"P060","トンボ鉛筆モノ消しゴム",100,"E000160","2023-04-20","トンボ鉛筆 モノ消しゴム（半額セール）",1,100,100,1
"P061","Pentel EnerGel",180,"E000161","2023-05-21","Pentel  EnerGel（半額セール）",2,180,360,0.9213548899
"P009","パイロットフリクションボールペン",100,"E000162","2023-06-22","フリクションペン（半額セール）",3,130,390,0.9689989071
"P062","パイロットフリクションペン",130,"E000162","2023-06-22","フリクションペン（半額セール）",3,130,390,1
"P063","べんてるシャープペンシル",160,"E000163","2023-07-23","ぺんてる シャープペンシル（ネット）【半額セール】",4,160,640,0.9827239806
"P064","クラフトマンボールペン",150,"E000164","2023-08-24","クラフトマン ボールペン[閉店セール]",5,150,750,1
"P065","ブラス カラーベンセット",250,"E000165","2023-09-25","プラス  カラーペンセット【閉店セール】",1,250,250,0.9005687774
"P066","タカラトミー ブラレール",2800,"E000166","2023-10-26","タカラトミー プラレール【半額セール】",2,2800,5600,0.9298551804
"P067","バンダイ たまごっち",1200,"E000167","2023-11-27","バンダイ たまごっち（ネット）[半額セール]",3,1200,3600,0.9837063238
"P068","バンダイ 仮面ライダーアクションフィギュア",3200,"E000168","2023-12-28","仮面ﾗｲダｰｱｸｼョﾝﾌィギュｱ＜期間限定＞",4,3200,12800,0.9999992251
"P072","バンダイ スーパーロボットアクションフィギュア",4000,"E000168","2023-12-28","仮面ﾗｲダｰｱｸｼョﾝﾌィギュｱ＜期間限定＞",4,3200,12800,0.9266868277
"P069","タカラトミー トミカ",1500,"E000169","2023-01-01","タカラトミー  トミカ（半額セール）",5,1500,7500,0.9460848852
"P070","バンダイ トランスフォーマー",3500,"E000170","2023-02-02","バンダイ トランスフォーマー（半額セール）",1,3500,3500,0.9774689661
"P071","バンダイ デジモンカード",500,"E000171","2023-03-03","バンダイ デジモンカード（ネット）[閉店セール]",2,500,1000,0.9834631095
"P068","バンダイ 仮面ライダーアクションフィギュア",3200,"E000172","2023-04-04","バンダイ スーパーロボットアクションフィギュア【閉店セール】",3,4000,12000,0.9428445595
"P072","バンダイ スーパーロボットアクションフィギュア",4000,"E000172","2023-04-04","バンダイ スーパーロボットアクションフィギュア【閉店セール】",3,4000,12000,0.9952417313
"P073","タカラトミー ウルトラマンフィギュア",3000,"E000173","2023-05-05","タカラトミー  ウルトラマンフィギュア（半額セール）",4,3000,12000,0.9897243067
"P010","タカラトミー ガンダムフィギュア",3000,"E000173","2023-05-05","タカラトミー  ウルトラマンフィギュア（半額セール）",4,3000,12000,0.9224409047
"P074","バンダイ ミニ四駆",2000,"E000174","2023-06-06","ミニ四駆［半額セール］",5,2000,10000,0.9999989867
"P075","ソニー ワイヤレススピーカー SRS-XB12",8000,"E000175","2023-07-07","ｿﾆｰ ﾜｲﾔﾚｽｽピｰｶｰ srs-xb12（ﾈッﾄ）【期間限定】",1,8000,8000,0.9954118734
"P076","パナソニック ポータブルスピーカー",6000,"E000176","2023-08-08","パナソニック ポータブルスピーカー【閉店セール】",2,6000,12000,0.9880003017
