"PRODUCT_ID_MASTER","PRODUCT_NAME_MASTER","UNIT_PRICE_MASTER","TRANSACTION_ID","TRANSACTION_DATE","PRODUCT_NAME","QUANTITY","UNIT_PRICE","TOTAL_PRICE","SIMILARITY"
"P020","パナソニック 掃除機 MC-CL883",75000,"R000020","2023-08-20","パナソニック 掃除機 mc-cl883【店頭】[半額セール]",1,75000,75000,0.9941212531
"P021","東芝ノンフロン冷蔵庫",85000,"R000021","2023-09-21","東芝 ﾉﾝﾌﾛﾝ冷蔵庫［半額セール］",2,85000,170000,1
"P022","日立 ドラム式洗濯機",100000,"R000022","2023-10-22","日立ドラム式洗濯機【半額セール】",3,100000,300000,0.9877087481
"P023","パナソニック エアコン CS-XE",95000,"R000023","2023-11-23","パナソニック エアコン CS-XE【店頭】【半額セール】",4,95000,380000,0.9903806147
"P024","ソニー デジタルカメラ a 7 III",200000,"R000024","2023-12-24","デジタルカメラ α7 III（期間限定）",5,200000,1000000,0.9496273711
"P025","キヤノン EOS R6",230000,"R000025","2023-01-25","キヤノンeosr6［期間限定］",1,230000,230000,0.9563602831
"P026","富士通ノートパソコン FMV",80000,"R000026","2023-02-26","富士通 ノートパソコン FMV【店頭】[期間限定]",2,80000,160000,0.991511136
"P027","NEC ValueBook",85000,"R000027","2023-03-27","NEC ValueBook＜半額セール＞",3,85000,255000,0.9497967899
"P028","オリンパス OM-D E-M10",120000,"R000028","2023-04-28","ｵﾘﾝパｽOM-DE-M10【閉店セール】",4,120000,480000,0.9600941253
"P029","キャノン PIXMA IX6820",25000,"R000029","2023-05-01","キャノン PIXMA iX6820【店頭】［期間限定］",5,25000,125000,0.9569397594
"P030","エプソンエコタンク ET-2750",35000,"R000030","2023-06-02","エコタンク et-2750【半額セール】",1,35000,35000,0.9944591226
"P031","リコーIM C200",40000,"R000031","2023-07-03","リコーIMC200（期間限定）",2,40000,80000,0.946146617
"P032","京セラ DS-300",45000,"R000032","2023-08-04","京セラ DS-300【店頭】【半額セール】",3,45000,135000,0.990211187
"P033","日清どん兵衛",220,"R000033","2023-09-05","日清 どん兵衛＜期間限定＞",4,220,880,1
"P034","サントリーザ・プレミアムモルツ",500,"R000034","2023-10-06","サントリーザ・プレミアムモルツ（期間限定）",5,500,2500,1
"P035","ヤクルト 1000",250,"R000035","2023-11-07","ﾔｸﾙﾄ 1000【店頭】［期間限定］",1,250,250,0.9834989896
"P036","ハウス食品カレールウ",300,"R000036","2023-12-08","カレールウ［半額セール］",2,300,600,1
"P037","マルちゃん正鐘",250,"R000037","2023-01-09","マルちゃん正麺[期間限定]",3,250,750,0.9234383702
"P038","江崎グリコポッキー",150,"R000038","2023-02-10","江崎グリコ ポッキー【店頭】【閉店セール】",4,150,600,1
"P039","ロッテガーナミルクチョコレート",180,"R000039","2023-03-11","ロッテ ガーナミルクチョコレート[半額セール]",5,180,900,1
"P040","クラシエサッポロ一番",210,"R000040","2023-04-12","クラシエサッポロ一番【半額セール】",1,210,210,1
"P041","カゴメトマトジュース",180,"R000041","2023-05-13","カゴメ トマトジュース【店頭】[閉店セール]",2,180,360,1
"P042","ユニ・チャームソフィ",350,"R000042","2023-06-14","ｿﾌィ【期間限定】",3,350,1050,1
"P043","P&G; アリエール洗濯洗剤",800,"R000043","2023-07-15","P&Gアリエール洗濯洗剤[閉店セール]",4,800,3200,0.9800222528
"P044","資生堂 TSUBAKIシャンプー",1200,"R000044","2023-08-16","資生堂 ＴＳＵＢＡＫＩシャンプー【店頭】【半額セール】",5,1200,6000,0.9974057678
"P045","大正製薬サロンバス",400,"R000045","2023-09-17","大正製薬 サロンパス【閉店セール】",1,400,400,0.9595024586
"P046","ロート製薬ムヒ",500,"R000046","2023-10-18","ロート製薬ムヒ［期間限定］",2,500,1000,1
"P047","カネボウハンドクリーム",700,"R000047","2023-11-19","カネボウ ハンドクリーム【店頭】[期間限定]",3,700,2100,1
"P048","花王ソフィ洗濯柔軟剤",300,"R000048","2023-12-20","ソフィ 洗濯柔軟剤（半額セール）",4,300,1200,1
"P049","ユニクロジーンズ",3000,"R000049","2023-01-21","ﾕﾆｸﾛジｰﾝズ［期間限定］",5,3000,15000,1
"P050","無印良品ウールブレンドコート",5000,"R000050","2023-02-22","無印良品 ウールブレンドコート【店頭】＜期間限定＞",1,5000,5000,1
"P051","ユニクロスウェットバーカー",2500,"R000051","2023-03-23","ユニクロ スウェットパーカー（半額セール）",2,2500,5000,0.9400864982
"P052","無印良品リネンシャツ",2800,"R000052","2023-04-24","無印良品リネンシャツ＜半額セール＞",3,2800,8400,1
"P008","無印良品オーガニックコットンシャツ",2500,"R000052","2023-04-24","無印良品リネンシャツ＜半額セール＞",3,2800,8400,0.9252262756
"P053","ユニクロストレッチジャケット",3500,"R000053","2023-05-25","ユニクロ ストレッチジャケット【店頭】（期間限定）",4,3500,14000,1
"P054","GUTシャツ",1200,"R000054","2023-06-26","Tシャツ[閉店セール]",5,1200,6000,0.9093404466
"P055","無印良品シンブルワンピース",4000,"R000055","2023-07-27","無印良品シンプルワンピース＜期間限定＞",1,4000,4000,0.9361182806
"P056","パイロット G2 ジェルペン",150,"R000056","2023-08-28","パｲﾛッﾄ G2 ジェﾙペﾝ【店頭】［半額セール］",2,150,300,0.9866345207
"P057","三菱鉛筆ユニ",120,"R000057","2023-09-01","三菱鉛筆 ユニ【閉店セール】",3,120,360,1
"P058","コクヨキャンパスノート",200,"R000058","2023-10-02","コクヨキャンパスノート（半額セール）",4,200,800,1
"P059","ゼブラマイルドライナー",180,"R000059","2023-11-03","ゼブラ マイルドライナー【店頭】【半額セール】",5,180,900,1
"P060","トンボ鉛筆モノ消しゴム",100,"R000060","2023-12-04","モノ消しゴム＜期間限定＞",1,100,100,1
"P061","Pentel EnerGel",180,"R000061","2023-01-05","PentelEnerGel［期間限定］",2,180,360,0.9213548899
"P009","パイロットフリクションボールペン",100,"R000062","2023-02-06","パイロット フリクションペン【店頭】【閉店セール】",3,130,390,0.9776494476
"P062","パイロットフリクションペン",130,"R000062","2023-02-06","パイロット フリクションペン【店頭】【閉店セール】",3,130,390,1
"P063","べんてるシャープペンシル",160,"R000063","2023-03-07","ぺんてる ｼャｰプペﾝｼﾙ（半額セール）",4,160,640,0.9827239806
"P064","クラフトマンボールペン",150,"R000064","2023-04-08","クラフトマンボールペン＜半額セール＞",5,150,750,1
"P065","ブラス カラーベンセット",250,"R000065","2023-05-09","プラス カラーペンセット【店頭】＜期間限定＞",1,250,250,0.9005999088
"P066","タカラトミー ブラレール",2800,"R000066","2023-06-10","プラレール［期間限定］",2,2800,5600,0.9189065695
"P067","バンダイ たまごっち",1200,"R000067","2023-07-11","バンダイたまごっち【期間限定】",3,1200,3600,0.9837086484
"P068","バンダイ 仮面ライダーアクションフィギュア",3200,"R000068","2023-08-12","バンダイ 仮面ライダーアクションフィギュア【店頭】[閉店セール]",4,3200,12800,0.9931254971
"P072","バンダイ スーパーロボットアクションフィギュア",4000,"R000068","2023-08-12","バンダイ 仮面ライダーアクションフィギュア【店頭】[閉店セール]",4,3200,12800,0.9423678202
"P069","タカラトミー トミカ",1500,"R000069","2023-09-13","タカラトミー トミカ[閉店セール]",5,1500,7500,0.9460767443
"P070","バンダイ トランスフォーマー",3500,"R000070","2023-10-14","バﾝダｲﾄﾗﾝｽﾌォｰﾏｰ［半額セール］",1,3500,3500,0.9775112867
"P071","バンダイ デジモンカード",500,"R000071","2023-11-15","バンダイ デジモンカード【店頭】［半額セール］",2,500,1000,0.9834646592
"P073","タカラトミー ウルトラマンフィギュア",3000,"R000072","2023-12-16","スーパーロボットアクションフィギュア（半額セール）",3,4000,12000,0.9006294817
"P010","タカラトミー ガンダムフィギュア",3000,"R000072","2023-12-16","スーパーロボットアクションフィギュア（半額セール）",3,4000,12000,0.9027471811
"P068","バンダイ 仮面ライダーアクションフィギュア",3200,"R000072","2023-12-16","スーパーロボットアクションフィギュア（半額セール）",3,4000,12000,0.9267793705
"P072","バンダイ スーパーロボットアクションフィギュア",4000,"R000072","2023-12-16","スーパーロボットアクションフィギュア（半額セール）",3,4000,12000,0.9999990165
"P073","タカラトミー ウルトラマンフィギュア",3000,"R000073","2023-01-17","タカラトミーウルトラマンフィギュア【期間限定】",4,3000,12000,0.9897324437
"P010","タカラトミー ガンダムフィギュア",3000,"R000073","2023-01-17","タカラトミーウルトラマンフィギュア【期間限定】",4,3000,12000,0.9224325968
"P074","バンダイ ミニ四駆",2000,"R000074","2023-02-18","バンダイ ミニ四駆【店頭】＜期間限定＞",5,2000,10000,0.9899080402
"P075","ソニー ワイヤレススピーカー SRS-XB12",8000,"R000075","2023-03-19","ソニー ワイヤレススピーカー srs-xb12［半額セール］",1,8000,8000,0.9954141977
"P076","パナソニック ポータブルスピーカー",6000,"R000076","2023-04-20","パナソニックポータブルスピーカー【半額セール】",2,6000,12000,0.9879992899
"P077","シャープ スマートウォッチ",18000,"R000077","2023-05-21","ｼャｰプ ｽﾏｰﾄｳォッﾁ【店頭】［半額セール］",3,18000,54000,0.9759272337
"P078","日立 デジタルサイネージ",95000,"R000078","2023-06-22","デジタルサイネージ＜期間限定＞",4,95000,380000,0.9999994636
"P079","パナソニック 電子レンジ",15000,"R000079","2023-07-23","パナソニック電子レンジ[半額セール]",5,15000,75000,0.9836232682
"P080","ソニー ブルーレイプレーヤー",12000,"R000080","2023-08-24","ソニー ブルーレイプレーヤー【店頭】[期間限定]",1,12000,12000,0.9936055545
"P081","LG OLED55C1",180000,"R000081","2023-09-25","LG OLED55C1【期間限定】",2,180000,360000,0.9513956933
"P082","東芝 LEDテレビ 55型",70000,"R000082","2023-10-26","東芝LEDテレビ55型【閉店セール】",3,70000,210000,0.9937686024
"P083","パナソニック 冷蔵庫 NR-F603M",90000,"R000083","2023-11-27","パナソニック 冷蔵庫 NR-F603M【店頭】［半額セール］",4,90000,360000,0.9947814348
"P084","シャープ 空気清浄機",22000,"R000084","2023-12-28","空気清浄機[閉店セール]",5,22000,110000,0.9999988675
"P085","日立 炊飯器 RZ-Mシリーズ",30000,"R000085","2023-01-01","日立炊飯器rz-mシリーズ【半額セール】",1,30000,30000,0.9928044681
"P086","三菱 IHクッキングヒーター",45000,"R000086","2023-02-02","三菱 IHクッキングヒーター【店頭】[期間限定]",2,45000,90000,0.9955197872
"P087","ソニー ゲーム機 PLAYSTATION5",50000,"R000087","2023-03-03","ソニー ゲーム機 PLAYSTATION5【期間限定】",3,50000,150000,0.9725673811
"P088","任天堂 SWITCH",40000,"R000088","2023-04-04","任天堂ＳＷＩＴＣＨ＜半額セール＞",4,40000,160000,0.995337814
"P089","マイクロソフト Xbox Series X",55000,"R000089","2023-05-05","マイクロソフト Xbox Series X【店頭】【半額セール】",5,55000,275000,0.9521227734
"P090","パナソニック ピエラ ブルーレイレコーダー",35000,"R000090","2023-06-06","ビエラ ブルーレイレコーダー［期間限定］",1,35000,35000,0.9346086065
"P091","シャープ スマートフォン AQUOS R6",70000,"R000091","2023-07-07","ｼャｰプｽﾏｰﾄﾌォﾝAQUOSR6【半額セール】",2,70000,140000,0.9558975074
"P092","ソニー デジタル一眼レフα7RⅣ",250000,"R000092","2023-08-08","ソニー デジタル一眼レフ α7R IV【店頭】[半額セール]",3,250000,750000,0.9939745665
"P024","ソニー デジタルカメラ a 7 III",200000,"R000092","2023-08-08","ソニー デジタル一眼レフ α7R IV【店頭】[半額セール]",3,250000,750000,0.9145991257
"P025","キヤノン EOS R6",230000,"R000093","2023-09-09","キヤノン EOS 90D＜期間限定＞",4,150000,600000,0.9026789607
"P093","キヤノン EOS 90D",150000,"R000093","2023-09-09","キヤノン EOS 90D＜期間限定＞",4,150000,600000,0.9795200204
"P094","富士フイルム X-T4",170000,"R000094","2023-10-10","富士フイルムX-T4＜半額セール＞",5,170000,850000,0.9917566195
"P095","オリンパス PEN-F",140000,"R000095","2023-11-11","オリンパス pen-f【店頭】（半額セール）",1,140000,140000,0.9935553681
"P097","キャノン imagePROGRAF PRO-1000",300000,"R000097","2023-01-13","キャノンimagePROGRAFPRO-1000［期間限定］",3,300000,900000,0.9815536748
"P098","エプソン スキャナー Perfection V39",25000,"R000098","2023-02-14","ｴプｿﾝ ｽｷャﾅｰ Perfection V39【店頭】（期間限定）",4,25000,100000,0.9804114115
"P099","リコー MP C4504",80000,"R000099","2023-03-15","リコー ＭＰ Ｃ４５０４（半額セール）",5,80000,400000,0.9662852924
"P100","京セラ TASKalfa 2552ci",250000,"R000100","2023-04-16","京セラtaskalfa2552ci（半額セール）",1,250000,250000,0.9748405799
"P001","ソニー BRAVIA KJ-55X9500G",150000,"R000101","2023-05-17","ソニー BRAVIA KJ-55X9500G【店頭】（半額セール）",2,150000,300000,0.9934214942
"P002","パナソニック VIERA TH-55FX700M",120000,"R000102","2023-06-18","VIERA TH-55FX700M［期間限定］",3,120000,360000,0.9340543469
"P003","シャープ AQUOS 4T KJ-55X7000",110000,"R000103","2023-07-19","シャープAQUOS4TKJ-55X7000（期間限定）",4,110000,440000,0.9810491812
"P004","日清カップヌードル",200,"R000104","2023-08-20","日清 カップヌードル【店頭】[期間限定]",5,200,1000,1
"P005","キリン一番挿りビール",400,"R000105","2023-09-21","ｷﾘﾝ 一番搾りビｰﾙ＜期間限定＞",1,400,400,0.9540843964
"P006","花王アタック洗剤",800,"R000106","2023-10-22","花王アタック洗剤（半額セール）",2,800,1600,1
"P048","花王ソフィ洗濯柔軟剤",300,"R000106","2023-10-22","花王アタック洗剤（半額セール）",2,800,1600,0.9199602652
"P007","ユニクロヒートテックTシャツ",1500,"R000107","2023-11-23","ユニクロ ヒートテックTシャツ【店頭】[閉店セール]",3,1500,4500,1
"P008","無印良品オーガニックコットンシャツ",2500,"R000108","2023-12-24","オーガニックコットンシャツ【半額セール】",4,2500,10000,0.999999404
"P009","パイロットフリクションボールペン",100,"R000109","2023-01-25","パイロットフリクションボールペン＜期間限定＞",5,100,500,1
"P062","パイロットフリクションペン",130,"R000109","2023-01-25","パイロットフリクションボールペン＜期間限定＞",5,100,500,0.9776494476
"P073","タカラトミー ウルトラマンフィギュア",3000,"R000110","2023-02-26","タカラトミー ガンダムフィギュア【店頭】【閉店セール】",1,3000,3000,0.9230620861
"P010","タカラトミー ガンダムフィギュア",3000,"R000110","2023-02-26","タカラトミー ガンダムフィギュア【店頭】【閉店セール】",1,3000,3000,0.9843309522
"P011","東芝 REGZA 43532",70000,"R000111","2023-03-27","東芝 REGZA 43S32[期間限定]",2,70000,140000,0.9476086811
"P012","明治 ミルクチョコレート",150,"R000112","2023-04-28","明治ﾐﾙｸﾁョｺﾚｰﾄ【半額セール】",3,150,450,0.9755544692
"P013","ライオン レノアハピネス",500,"R000113","2023-05-01","ライオン レノアハピネス【店頭】［半額セール］",4,500,2000,0.9764359593
"P014","三菱エアコン MSZ-GV3519",90000,"R000114","2023-06-02","MSZ-GV3519【半額セール】",5,90000,450000,0.9383128322
"P015","森永エンゼルパイ",300,"R000115","2023-07-03","森永エンゼルパイ【期間限定】",1,300,300,1
"P016","日立 4 Kスマートテレビ",80000,"R000116","2023-08-04","日立 4Kスマートテレビ【店頭】[閉店セール]",2,80000,160000,0.9795356685
"P017","パナソニック 4 Kプロジェクター",130000,"R000117","2023-09-05","パナソニック 4Kプロジェクター（期間限定）",3,130000,390000,0.9715064764
"P018","シャープ加湿器 HX-50",15000,"R000118","2023-10-06","シャープ加湿器HX-50[期間限定]",4,15000,60000,0.9988811613
"P019","ソニーワイヤレスヘッドホンWH-1000XM4",90000,"R000119","2023-11-07","ｿﾆｰ ﾜｲﾔﾚｽﾍッドﾎﾝ WH-1000XM4【店頭】（半額セール）",5,90000,450000,1
"P020","パナソニック 掃除機 MC-CL883",75000,"R000120","2023-12-08","掃除機 mc-cl883【半額セール】",1,75000,75000,0.9961136575
"P021","東芝ノンフロン冷蔵庫",85000,"R000121","2023-01-09","東芝ノンフロン冷蔵庫［期間限定］",2,85000,170000,1
"P022","日立 ドラム式洗濯機",100000,"R000122","2023-02-10","日立 ドラム式洗濯機【店頭】【期間限定】",3,100000,300000,0.9877087481
"P023","パナソニック エアコン CS-XE",95000,"R000123","2023-03-11","パナソニック エアコン CS-XE[半額セール]",4,95000,380000,0.9903806147
"P092","ソニー デジタル一眼レフα7RⅣ",250000,"R000124","2023-04-12","ソニーデジタルカメラα7III［半額セール］",5,200000,1000000,0.9215557575
"P024","ソニー デジタルカメラ a 7 III",200000,"R000124","2023-04-12","ソニーデジタルカメラα7III［半額セール］",5,200000,1000000,0.9719845653
"P025","キヤノン EOS R6",230000,"R000125","2023-05-13","キヤノン eos r6【店頭】［半額セール］",1,230000,230000,0.9563602831
"P026","富士通ノートパソコン FMV",80000,"R000126","2023-06-14","ﾉｰﾄパｿｺﾝ FMV【半額セール】",2,80000,160000,0.9910228274
"P027","NEC ValueBook",85000,"R000127","2023-07-15","NECValueBook［半額セール］",3,85000,255000,0.9497967899
"P028","オリンパス OM-D E-M10",120000,"R000128","2023-08-16","オリンパス OM-D E-M10【店頭】[閉店セール]",4,120000,480000,0.9600941253
"P029","キャノン PIXMA IX6820",25000,"R000129","2023-09-17","キャノン PIXMA iX6820[期間限定]",5,25000,125000,0.9569397594
"P030","エプソンエコタンク ET-2750",35000,"R000130","2023-10-18","エプソンエコタンクet-2750[半額セール]",1,35000,35000,0.9956807195
"P031","リコーIM C200",40000,"R000131","2023-11-19","リコー IM C200【店頭】＜半額セール＞",2,40000,80000,0.946146617
"P032","京セラ DS-300",45000,"R000132","2023-12-20","ＤＳ－３００（期間限定）",3,45000,135000,0.9999992847
"P033","日清どん兵衛",220,"R000133","2023-01-21","日清どん兵衛[閉店セール]",4,220,880,1
"P034","サントリーザ・プレミアムモルツ",500,"R000134","2023-02-22","サントリー ザ・プレミアムモルツ【店頭】[半額セール]",5,500,2500,1
"P035","ヤクルト 1000",250,"R000135","2023-03-23","ヤクルト 1000［期間限定］",1,250,250,0.9834989896
"P036","ハウス食品カレールウ",300,"R000136","2023-04-24","ハウス食品カレールウ[半額セール]",2,300,600,1
"P037","マルちゃん正鐘",250,"R000137","2023-05-25","マルちゃん 正麺【店頭】[閉店セール]",3,250,750,0.9234383702
"P038","江崎グリコポッキー",150,"R000138","2023-06-26","ポッキー［期間限定］",4,150,600,1
"P039","ロッテガーナミルクチョコレート",180,"R000139","2023-07-27","ロッテガーナミルクチョコレート[閉店セール]",5,180,900,1
"P040","クラシエサッポロ一番",210,"R000140","2023-08-28","ｸﾗｼｴ ｻッポﾛ一番【店頭】【期間限定】",1,210,210,1
"P041","カゴメトマトジュース",180,"R000141","2023-09-01","カゴメ トマトジュース[半額セール]",2,180,360,1
"P042","ユニ・チャームソフィ",350,"R000142","2023-10-02","ユニ・チャームソフィ＜期間限定＞",3,350,1050,1
"P043","P&G; アリエール洗濯洗剤",800,"R000143","2023-11-03","Ｐ＆Ｇ アリエール洗濯洗剤【店頭】（半額セール）",4,800,3200,0.9800222528
"P044","資生堂 TSUBAKIシャンプー",1200,"R000144","2023-12-04","TSUBAKIシャンプー＜半額セール＞",5,1200,6000,1
"P045","大正製薬サロンバス",400,"R000145","2023-01-05","大正製薬サロンパス＜期間限定＞",1,400,400,0.9595024586
"P046","ロート製薬ムヒ",500,"R000146","2023-02-06","ロート製薬 ムヒ【店頭】【閉店セール】",2,500,1000,1
"P047","カネボウハンドクリーム",700,"R000147","2023-03-07","ｶﾈボｳ ﾊﾝドｸﾘｰﾑ【半額セール】",3,700,2100,1
"P006","花王アタック洗剤",800,"R000148","2023-04-08","花王ソフィ洗濯柔軟剤（半額セール）",4,300,1200,0.9199602652
"P048","花王ソフィ洗濯柔軟剤",300,"R000148","2023-04-08","花王ソフィ洗濯柔軟剤（半額セール）",4,300,1200,1
"P049","ユニクロジーンズ",3000,"R000149","2023-05-09","ユニクロ ジーンズ【店頭】＜半額セール＞",5,3000,15000,1
"P050","無印良品ウールブレンドコート",5000,"R000150","2023-06-10","ウールブレンドコート【半額セール】",1,5000,5000,1
"P051","ユニクロスウェットバーカー",2500,"R000151","2023-07-11","ユニクロスウェットパーカー[半額セール]",2,2500,5000,0.9400864982
"P052","無印良品リネンシャツ",2800,"R000152","2023-08-12","無印良品 リネンシャツ【店頭】（半額セール）",3,2800,8400,1
"P008","無印良品オーガニックコットンシャツ",2500,"R000152","2023-08-12","無印良品 リネンシャツ【店頭】（半額セール）",3,2800,8400,0.9252262756
"P053","ユニクロストレッチジャケット",3500,"R000153","2023-09-13","ユニクロ ストレッチジャケット【半額セール】",4,3500,14000,1
"P054","GUTシャツ",1200,"R000154","2023-10-14","ＧＵＴｼャﾂ［半額セール］",5,1200,6000,1
"P055","無印良品シンブルワンピース",4000,"R000155","2023-11-15","無印良品 シンプルワンピース【店頭】[期間限定]",1,4000,4000,0.9361182806
"P056","パイロット G2 ジェルペン",150,"R000156","2023-12-16","G2 ジェルペン＜期間限定＞",2,150,300,0.9702057514
"P057","三菱鉛筆ユニ",120,"R000157","2023-01-17","三菱鉛筆ユニ[半額セール]",3,120,360,1
"P058","コクヨキャンパスノート",200,"R000158","2023-02-18","コクヨ キャンパスノート【店頭】［期間限定］",4,200,800,1
"P059","ゼブラマイルドライナー",180,"R000159","2023-03-19","ゼブラ マイルドライナー【閉店セール】",5,180,900,1
"P060","トンボ鉛筆モノ消しゴム",100,"R000160","2023-04-20","トンボ鉛筆モノ消しゴム（期間限定）",1,100,100,1
"P061","Pentel EnerGel",180,"R000161","2023-05-21","Pentel EnerGel【店頭】［期間限定］",2,180,360,0.9213548899
"P009","パイロットフリクションボールペン",100,"R000162","2023-06-22","フリクションペン（半額セール）",3,130,390,0.9689989071
"P062","パイロットフリクションペン",130,"R000162","2023-06-22","フリクションペン（半額セール）",3,130,390,1
"P063","べんてるシャープペンシル",160,"R000163","2023-07-23","ぺんてるシャープペンシル＜期間限定＞",4,160,640,0.9827239806
"P064","クラフトマンボールペン",150,"R000164","2023-08-24","クラフトマン ボールペン【店頭】[閉店セール]",5,150,750,1
"P065","ブラス カラーベンセット",250,"R000165","2023-09-25","プラス カラーペンセット［半額セール］",1,250,250,0.9005687774
"P066","タカラトミー ブラレール",2800,"R000166","2023-10-26","タカラトミープラレール[期間限定]",2,2800,5600,0.9298551804
"P067","バンダイ たまごっち",1200,"R000167","2023-11-27","バンダイ たまごっち【店頭】［半額セール］",3,1200,3600,0.9837063238
"P068","バンダイ 仮面ライダーアクションフィギュア",3200,"R000168","2023-12-28","仮面ﾗｲダｰｱｸｼョﾝﾌィギュｱ＜半額セール＞",4,3200,12800,0.9999992251
"P072","バンダイ スーパーロボットアクションフィギュア",4000,"R000168","2023-12-28","仮面ﾗｲダｰｱｸｼョﾝﾌィギュｱ＜半額セール＞",4,3200,12800,0.9266868277
"P069","タカラトミー トミカ",1500,"R000169","2023-01-01","タカラトミートミカ【閉店セール】",5,1500,7500,0.9460848852
"P070","バンダイ トランスフォーマー",3500,"R000170","2023-02-02","バンダイ トランスフォーマー【店頭】＜半額セール＞",1,3500,3500,0.9774689661
"P071","バンダイ デジモンカード",500,"R000171","2023-03-03","バンダイ デジモンカード［半額セール］",2,500,1000,0.9834631095
"P068","バンダイ 仮面ライダーアクションフィギュア",3200,"R000172","2023-04-04","バンダイスーパーロボットアクションフィギュア［期間限定］",3,4000,12000,0.9428445595
"P072","バンダイ スーパーロボットアクションフィギュア",4000,"R000172","2023-04-04","バンダイスーパーロボットアクションフィギュア［期間限定］",3,4000,12000,0.9952417313
"P073","タカラトミー ウルトラマンフィギュア",3000,"R000173","2023-05-05","タカラトミー ウルトラマンフィギュア【店頭】［半額セール］",4,3000,12000,0.9897243067
"P010","タカラトミー ガンダムフィギュア",3000,"R000173","2023-05-05","タカラトミー ウルトラマンフィギュア【店頭】［半額セール］",4,3000,12000,0.9224409047
"P074","バンダイ ミニ四駆",2000,"R000174","2023-06-06","ミニ四駆[閉店セール]",5,2000,10000,0.9999989867
"P075","ソニー ワイヤレススピーカー SRS-XB12",8000,"R000175","2023-07-07","ｿﾆｰﾜｲﾔﾚｽｽピｰｶｰsrs-xb12【半額セール】",1,8000,8000,0.9954118734
"P076","パナソニック ポータブルスピーカー",6000,"R000176","2023-08-08","パナソニック ポータブルスピーカー【店頭】＜半額セール＞",2,6000,12000,0.9880003017
